TargetFile,Key,SourceEnglish,ProposedMalay,Status,Note
lang\ms_MY\members.lang,DescADHERENT_EMAIL_TEMPLATE_EXCLUSION,Email template to use to send email to a member on member exclusion,Templat e-mel untuk menghantar e-mel kepada anggota semasa pengecualian anggota,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,DescADHERENT_EMAIL_TEMPLATE_MEMBER_VALIDATION,Email template to use to send email to a member on member validation,Templat e-mel untuk menghantar e-mel kepada anggota semasa pengesahan anggota,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,DescADHERENT_EMAIL_TEMPLATE_REMIND_EXPIRATION,Email template to use to send email reminder when contribution is about to expire,Templat e-mel untuk menghantar peringatan e-mel apabila caruman hampir tamat tempoh,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,DescADHERENT_EMAIL_TEMPLATE_SUBSCRIPTION,Email template to use to send email to a member on new contribution recording,Templat e-mel untuk menghantar e-mel kepada anggota semasa rekod caruman baharu,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,DescADHERENT_ETIQUETTE_TEXT,Text printed on member address sheets,Teks yang dicetak pada helaian alamat anggota,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,DescADHERENT_ETIQUETTE_TYPE,Format of labels page,Format halaman label,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,DescADHERENT_MAIL_FROM,Sender Email for automatic emails,E-mel pengirim untuk e-mel automatik,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,DocForAllMembersCards,Generate business cards for all members,Jana kad nama untuk semua anggota,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,DocForLabels,Generate address sheets,Jana helaian alamat,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,DocForOneMemberCards,Generate business cards for a particular member,Jana kad nama untuk anggota tertentu,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,EmailSentToMember,Email sent to member at %s,E-mel dihantar kepada anggota pada %s,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,EnablePublicSubscriptionForm,Enable the public website with self-subscription form,Aktifkan laman web awam dengan borang caruman kendiri,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,ErrorBadValueForDate,Bad value for date,Nilai tarikh tidak sah,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,ErrorMemberIsAlreadyLinkedToThisThirdParty,"Another member (name: <b>%s</b>, login: <b>%s</b>) is already linked to a third party <b>%s</b>. Remove this link first because a third party can't be linked to only a member (and vice versa).","Anggota lain (nama: <b>%s</b>, log masuk: <b>%s</b>) sudah dipautkan kepada Pihak Ketiga <b>%s</b>. Buang pautan ini dahulu kerana satu Pihak Ketiga hanya boleh dipautkan kepada seorang anggota (dan sebaliknya).",ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,ErrorMembersMerge,There was an error when merging the members. Please check the log. Changes have been reverted.,Ralat berlaku semasa menggabungkan anggota. Sila semak log. Perubahan telah dibalikkan.,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,ErrorThisMemberIsNotPublic,This member is not public,Anggota ini bukan awam,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,ErrorUserPermissionAllowsToLinksToItselfOnly,"For security reasons, you must be granted permissions to edit all users to be able to link a member to a user that is not yours.","Atas sebab keselamatan, anda mesti diberikan kebenaran untuk mengubah semua pengguna supaya dapat memautkan anggota kepada pengguna yang bukan milik anda.",ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,Exclude,Exclude,Kecualikan,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,ExcludeMember,Exclude a member,Kecualikan anggota,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,ExportDataset_member_1,Members and contributions,Anggota dan caruman,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,Filehtpasswd,htpasswd file,Fail htpasswd,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,FollowingLinksArePublic,"The following links are open pages not protected by any Dolibarr permission. They are not formatted pages, provided as example to show how to list members database.","Pautan berikut ialah halaman terbuka yang tidak dilindungi oleh sebarang kebenaran Dolibarr. Halaman ini tidak diformatkan, disediakan sebagai contoh untuk menunjukkan cara menyenaraikan pangkalan data anggota.",ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,ForceMemberNature,Force member nature (Individual or Legal Entity),Paksa sifat anggota (Individu atau Entiti Sah),ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,ForceMemberType,Force the member type,Paksa jenis anggota,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,FundationMembers,Foundation members,Anggota yayasan,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,HTPasswordExport,htpassword file generation,Penjanaan fail htpassword,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,ImportDataset_member_1,Members,Anggota,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,LastMemberDate,Latest membership date,Tarikh keanggotaan terkini,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,LastMembersModified,Latest %s modified members,%s anggota terkini yang telah diubah,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,LastMemberType,Last Member type,Jenis Anggota terkini,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,LastSubscriptionAmount,Amount of latest membership fee,Jumlah fi keanggotaan terkini,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,LastSubscriptionDate,Date of latest membership payment,Tarikh bayaran caruman anggota terkini,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,LastSubscriptionsModified,Latest %s modified contributions,%s caruman terkini yang telah diubah,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,LatestSubscriptionDate,Latest membership date,Tarikh keanggotaan terkini,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,LinkToGeneratedPages,Generation of business cards or address sheets,Penjanaan kad nama atau helaian alamat,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,LinkToGeneratedPagesDesc,This screen allows you to generate PDF files with business cards for all your members or a particular member.,Skrin ini membolehkan anda menjana fail PDF dengan kad nama untuk semua anggota anda atau anggota tertentu.,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,ListOfSubscriptions,List of contributions,Senarai caruman,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,ListOfValidatedPublicMembers,List of validated public members,Senarai anggota awam yang disahkan,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MEMBER_NEWFORM_PAYONLINE,"After the online registration, switch automatically to the online payment page","Selepas pendaftaran dalam talian, beralih secara automatik ke halaman bayaran dalam talian",ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MEMBER_SEARCH_MEMBER_PUBLIC_FORM_CREATE,Suggest to just record the subscription (without creating a new member) if an existing member is found,Cadangkan untuk hanya merekodkan caruman (tanpa mencipta anggota baharu) jika anggota sedia ada ditemui,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MEMBER_SEARCH_MEMBER_PUBLIC_FORM_CREATEDesc,"A search is done on login, company name + email (for legal entity), or full name + email (for individual). If a member is already found, the form suggest to record a renewal of subscription.","Carian dibuat berdasarkan log masuk, nama syarikat + e-mel (untuk entiti sah), atau nama penuh + e-mel (untuk individu). Jika anggota sudah ditemui, borang mencadangkan untuk merekodkan pembaharuan caruman.",ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MemberCodeDesc,"Member Code, unique for all members","Kod Anggota, unik untuk semua anggota",ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MemberCountersArePublic,Counters of valid members are public,Kaunter anggota sah adalah awam,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MemberFirstname,Member firstname,Nama pertama anggota,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MemberId,Member Id,ID Anggota,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MemberLastname,Member lastname,Nama keluarga anggota,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MemberMergeSuccess,Members have been merged,Anggota telah digabungkan,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MembersAndSubscriptions,Members and Contributions,Anggota dan Caruman,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MembersByCountryDesc,This screen shows you the statistics of members by country.,Skrin ini menunjukkan statistik anggota mengikut negara.,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MembersByCountryDesc2,Graphs and charts depend on the availability of the Google online graph service as well as on the availability of a working internet connection.,Graf dan carta bergantung pada ketersediaan perkhidmatan graf dalam talian Google serta ketersediaan sambungan internet yang berfungsi.,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MembersByNature,This screen show you statistics of members by nature.,Skrin ini menunjukkan statistik anggota mengikut sifat.,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MembersByRegion,This screen show you statistics of members by region.,Skrin ini menunjukkan statistik anggota mengikut wilayah.,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MembersByStateDesc,This screen show you statistics of members by state/provinces/canton.,Skrin ini menunjukkan statistik anggota mengikut negeri/wilayah/kanton.,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MembersByTownDesc,This screen show you statistics of members by town.,Skrin ini menunjukkan statistik anggota mengikut bandar.,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MembershipPaid,Membership paid for current period (until %s),Keanggotaan dibayar untuk tempoh semasa (hingga %s),ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MembershipPublic,Public membership,Keanggotaan awam,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MembershipStatistics,Membership statistics,Statistik keanggotaan,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MembersList,List of members,Senarai anggota,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MembersNature,Nature of members,Sifat anggota,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MembersShowMembershipTypesTable,"Show a table to select its membership types before the registration form (if no, show directly the registration form)","Papar jadual untuk memilih jenis keanggotaan sebelum borang pendaftaran (jika tidak, terus papar borang pendaftaran)",ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MembersShowVotesAllowed,"Show whether votes are allowed, in the table of membership types",Papar sama ada undian dibenarkan dalam jadual jenis keanggotaan,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MembersStatisticsDesc,Choose statistics you want to read...,Pilih statistik yang mahu anda baca...,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MemberStatusDraftShort,Draft,Draf,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MemberStatusExcluded,Excluded member,Anggota dikecualikan,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MemberStatusExcludedShort,Excluded,Dikecualikan,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MemberStatusResiliated,Terminated member,Anggota ditamatkan,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MemberStatusResiliatedShort,Terminated,Ditamatkan,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MembersTickets,Membership address sheet,Helaian alamat keanggotaan,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MemberSubscriptionStartAfter,Minimum period before the entry into force of the start date of a first membership subscription (excluding renewals),Tempoh minimum sebelum tarikh mula caruman keanggotaan pertama berkuat kuasa (tidak termasuk pembaharuan),ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MemberSubscriptionStartAfterDesc,"Example: +3m = +3 months, -5d = -5 days, +1Y = +1 year","Contoh: +3m = +3 bulan, -5d = -5 hari, +1Y = +1 tahun",ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MemberSubscriptionStartAfterDesc2,"This is the suggested date when creating a first membership subscription compared to the current date. For renewal, the date suggested by default will remain the end of the previous membership.","Ini ialah tarikh cadangan semasa mencipta caruman keanggotaan pertama berbanding tarikh semasa. Untuk pembaharuan, tarikh yang dicadangkan secara lalai akan kekal sebagai tarikh tamat keanggotaan sebelumnya.",ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MemberSubscriptionStartFirstDayOf,Force the suggested date of a membership to corresponds to the first day of a,Paksa tarikh cadangan keanggotaan supaya bersamaan dengan hari pertama bagi,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MemberTypeCanNotBeDeleted,Member type can not be deleted,Jenis anggota tidak boleh dihapuskan,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MemberTypeDeleted,Member type deleted,Jenis anggota dihapuskan,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MemberTypeId,Member type id,ID jenis anggota,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MemberTypeLabel,Member type label,Label jenis anggota,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MemberTypeModified,Member type modified,Jenis anggota diubah,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MenuMembersStats,Statistics,Statistik,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MergeMembers,Merge members,Gabung anggota,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MergeOriginMember,Duplicated member (the member you want to delete),Anggota pendua (anggota yang anda mahu hapuskan),ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MergeOriginMemberIsMAndatory, Origin member is mandatory for merging,Anggota asal wajib untuk penggabungan,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MinimumAmount,Minimum amount of membership payment (has priority on any default amounts that is lower),Jumlah minimum bayaran caruman anggota (mengatasi sebarang jumlah lalai yang lebih rendah),ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,Moral,Legal entity,Entiti Sah,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MorAndPhy,Legal entity and Individual,Entiti Sah dan Individu,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MoreActionBankDirect,Create a direct entry on bank account,Cipta catatan terus pada akaun bank,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MoreActionBankViaInvoice,"Create an invoice, and a payment on bank account",Cipta invois dan bayaran pada akaun bank,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MoreActionInvoiceOnly,Create an invoice with no payment,Cipta invois tanpa bayaran,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MoreActions,Complementary action on recording,Tindakan pelengkap semasa merekod,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,MoreActionsOnSubscription,"Complementary action suggested by default when recording a contribution, also done automatically on online payment of a contribution","Tindakan pelengkap yang dicadangkan secara lalai semasa merekodkan caruman, juga dilakukan secara automatik semasa bayaran caruman dalam talian",ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,Morphy,Moral or physical,Sah atau fizikal,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,NameOrCompany,Name or company,Nama atau syarikat,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,NbOfActiveMembers,Total number of current active members,Jumlah anggota aktif semasa,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,NbOfMembers,Total number of members,Jumlah anggota,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
lang\ms_MY\members.lang,NbOfSubscriptions,Number of memberships,Bilangan keanggotaan,ready,Sprint 22B-2 stocks.lang + members.lang bulk batch 5B
