"TargetFile","Key","SourceEnglish","ProposedMalay","Status","Note"
"lang\ms_MY\members.lang","ConfirmDeleteMemberType","Are you sure you want to delete this member type?","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ConfirmDeleteSubscription","Are you sure you want to delete this contribution?","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ConfirmExcludeMember","Are you sure you want to exclude this member ?","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ConfirmMassSubsriptionCreation","Confirm subscription creation","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ConfirmMassSubsriptionCreationQuestion","Are you sure you want to create the %s selected subscription(s)?","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ConfirmMergeMembers","Are you sure you want to merge the chosen member with the current one ?","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ConfirmResiliateMember","Are you sure you want to terminate this member?","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ConfirmValidateMember","Are you sure you want to validate this member?","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","CorrespondingMemberFound","Corresponding member found","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","CorrespondingMemberFoundQuestion","A member has been found with the given information.<br>Do you want to renew your membership? (if not nothing will be recorded)","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","CreateDolibarrLoginDesc","The creation of a user login for members allows them to connect to the application. Depending on the authorizations granted, they will be able, for example, to consult or modify their file themselves.","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","CreateDolibarrThirdPartyDesc","A third party is the legal entity that will be used on the invoice if you decide to generate invoice for each contribution. You will be able to create it later during the process of recording the contribution.","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","CreateSubscription","Create subscription","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DefaultAmount","Default amount of membership payment (used only if no amount is defined at member type level)","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DeleteAMemberType","Delete a member type","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DeleteSubscription","Delete a subscription","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DeleteType","Delete","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DescADHERENT_AUTOREGISTER_NOTIF_MAIL","Content of the notification email received in case of auto-inscription of a guest","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DescADHERENT_AUTOREGISTER_NOTIF_MAIL_SUBJECT","Subject of the notification email received in case of auto-inscription of a guest","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DescADHERENT_CARD_FOOTER_TEXT","Text printed on bottom of member cards","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DescADHERENT_CARD_HEADER_TEXT","Text printed on top of member cards","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DescADHERENT_CARD_TEXT","Text printed on member cards (align on left)","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DescADHERENT_CARD_TEXT_RIGHT","Text printed on member cards (align on right)","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DescADHERENT_CARD_TYPE","Format of cards page","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DescADHERENT_CC_MAIL_FROM","Send automatic email copy to","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DescADHERENT_EMAIL_TEMPLATE_AUTOREGISTER","Email template to use to send email to a member on member auto-registration","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DescADHERENT_EMAIL_TEMPLATE_CANCELATION","Email template to use to send email to a member on member cancellation","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DescADHERENT_EMAIL_TEMPLATE_EXCLUSION","Email template to use to send email to a member on member exclusion","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DescADHERENT_EMAIL_TEMPLATE_MEMBER_VALIDATION","Email template to use to send email to a member on member validation","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DescADHERENT_EMAIL_TEMPLATE_REMIND_EXPIRATION","Email template to use to send email reminder when contribution is about to expire","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DescADHERENT_EMAIL_TEMPLATE_SUBSCRIPTION","Email template to use to send email to a member on new contribution recording","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DescADHERENT_ETIQUETTE_TEXT","Text printed on member address sheets","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DescADHERENT_ETIQUETTE_TYPE","Format of labels page","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DescADHERENT_MAIL_FROM","Sender Email for automatic emails","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DocForAllMembersCards","Generate business cards for all members","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DocForLabels","Generate address sheets","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","DocForOneMemberCards","Generate business cards for a particular member","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","EmailSentToMember","Email sent to member at %s","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","EnablePublicSubscriptionForm","Enable the public website with self-subscription form","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ErrorBadValueForDate","Bad value for date","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ErrorMemberIsAlreadyLinkedToThisThirdParty","Another member (name: <b>%s</b>, login: <b>%s</b>) is already linked to a third party <b>%s</b>. Remove this link first because a third party can't be linked to only a member (and vice versa).","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ErrorMembersMerge","There was an error when merging the members. Please check the log. Changes have been reverted.","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ErrorThisMemberIsNotPublic","This member is not public","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ErrorUserPermissionAllowsToLinksToItselfOnly","For security reasons, you must be granted permissions to edit all users to be able to link a member to a user that is not yours.","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","Exclude","Exclude","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ExcludeMember","Exclude a member","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ExportDataset_member_1","Members and contributions","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","Filehtpasswd","htpasswd file","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","FollowingLinksArePublic","The following links are open pages not protected by any Dolibarr permission. They are not formatted pages, provided as example to show how to list members database.","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ForceMemberNature","Force member nature (Individual or Legal Entity)","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ForceMemberType","Force the member type","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","FundationMembers","Foundation members","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","HTPasswordExport","htpassword file generation","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ImportDataset_member_1","Members","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","LastMemberDate","Latest membership date","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","LastMembersModified","Latest %s modified members","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","LastMemberType","Last Member type","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","LastSubscriptionAmount","Amount of latest membership fee","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","LastSubscriptionDate","Date of latest membership payment","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","LastSubscriptionsModified","Latest %s modified contributions","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","LatestSubscriptionDate","Latest membership date","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","LinkToGeneratedPages","Generation of business cards or address sheets","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","LinkToGeneratedPagesDesc","This screen allows you to generate PDF files with business cards for all your members or a particular member.","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ListOfSubscriptions","List of contributions","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ListOfValidatedPublicMembers","List of validated public members","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MEMBER_NEWFORM_PAYONLINE","After the online registration, switch automatically to the online payment page","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MEMBER_SEARCH_MEMBER_PUBLIC_FORM_CREATE","Suggest to just record the subscription (without creating a new member) if an existing member is found","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MEMBER_SEARCH_MEMBER_PUBLIC_FORM_CREATEDesc","A search is done on login, company name + email (for legal entity), or full name + email (for individual). If a member is already found, the form suggest to record a renewal of subscription.","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MemberCodeDesc","Member Code, unique for all members","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MemberCountersArePublic","Counters of valid members are public","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MemberFirstname","Member firstname","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MemberId","Member Id","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MemberLastname","Member lastname","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MemberMergeSuccess","Members have been merged","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MembersAndSubscriptions","Members and Contributions","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MembersByCountryDesc","This screen shows you the statistics of members by country.","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MembersByCountryDesc2","Graphs and charts depend on the availability of the Google online graph service as well as on the availability of a working internet connection.","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MembersByNature","This screen show you statistics of members by nature.","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MembersByRegion","This screen show you statistics of members by region.","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MembersByStateDesc","This screen show you statistics of members by state/provinces/canton.","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MembersByTownDesc","This screen show you statistics of members by town.","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MembershipPaid","Membership paid for current period (until %s)","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MembershipPublic","Public membership","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MembershipStatistics","Membership statistics","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MembersList","List of members","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MembersNature","Nature of members","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MembersShowMembershipTypesTable","Show a table to select its membership types before the registration form (if no, show directly the registration form)","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MembersShowVotesAllowed","Show whether votes are allowed, in the table of membership types","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MembersStatisticsDesc","Choose statistics you want to read...","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MemberStatusDraftShort","Draft","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MemberStatusExcluded","Excluded member","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MemberStatusExcludedShort","Excluded","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MemberStatusResiliated","Terminated member","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MemberStatusResiliatedShort","Terminated","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MembersTickets","Membership address sheet","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MemberSubscriptionStartAfter","Minimum period before the entry into force of the start date of a first membership subscription (excluding renewals)","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MemberSubscriptionStartAfterDesc","Example: +3m = +3 months, -5d = -5 days, +1Y = +1 year","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MemberSubscriptionStartAfterDesc2","This is the suggested date when creating a first membership subscription compared to the current date. For renewal, the date suggested by default will remain the end of the previous membership.","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MemberSubscriptionStartFirstDayOf","Force the suggested date of a membership to corresponds to the first day of a","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MemberTypeCanNotBeDeleted","Member type can not be deleted","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MemberTypeDeleted","Member type deleted","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MemberTypeId","Member type id","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MemberTypeLabel","Member type label","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MemberTypeModified","Member type modified","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MenuMembersStats","Statistics","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MergeMembers","Merge members","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MergeOriginMember","Duplicated member (the member you want to delete)","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MergeOriginMemberIsMAndatory"," Origin member is mandatory for merging","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MinimumAmount","Minimum amount of membership payment (has priority on any default amounts that is lower)","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","Moral","Legal entity","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MorAndPhy","Legal entity and Individual","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MoreActionBankDirect","Create a direct entry on bank account","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MoreActionBankViaInvoice","Create an invoice, and a payment on bank account","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MoreActionInvoiceOnly","Create an invoice with no payment","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MoreActions","Complementary action on recording","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","MoreActionsOnSubscription","Complementary action suggested by default when recording a contribution, also done automatically on online payment of a contribution","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","Morphy","Moral or physical","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","NameOrCompany","Name or company","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","NbOfActiveMembers","Total number of current active members","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","NbOfMembers","Total number of members","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","NbOfSubscriptions","Number of memberships","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","NewCotisation","New contribution","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","NewMemberbyWeb","New member added. Awaiting approval","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","NewMemberForm","New member form","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","NewMemberType","New member type","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","NewSubscription","New contribution","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","NewSubscriptionDesc","This form allows you to record your subscription as a new member of the foundation. If you want to renew your subscription (if already a member), please contact foundation board instead by email %s.","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","NoCorrection","No correction","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","NoEmailSentToMember","No email sent to member","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","NoRecordedMembers","No recorded members","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","NoRecordedMembersByType","No recorded members","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","NoThirdPartyAssociatedToMember","No third party associated with this member","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","NoValidatedMemberYet","No validated members found","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","NoVatOnSubscription","No VAT for membership payment","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","Physical","Individual","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","Public","%s can publish my membership in <a target=""_blank"" href=""%s"">the public register</a>","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","PublicMemberCard","Public member card","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","PublicMemberList","Public member list","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","Reenable","Re-enable","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ResiliateMember","Terminate a member","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SelectMember","Select a member","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SendCardByMail","Send card by email","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SendingAnEMailToMember","Sending information email to member","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SendingEmailOnAutoSubscription","Sending email on auto registration","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SendingEmailOnCancelation","Sending email on cancellation","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SendingEmailOnMemberValidation","Sending email on new member validation","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SendingEmailOnNewSubscription","Sending email on new contribution","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SendingReminderActionComm","Sending reminder for agenda event","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SendingReminderForExpiredSubscription","Sending reminder for expired contributions","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SendReminderForExpiredSubscription","Send reminder by email to members when membership is about to expire (parameter is number of days before end of membership to send the reminder. It can be a list of days separated by a semicolon, for example '10;5;0;-5'). The template of email to send is defined in setup of membership module.","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SendReminderForExpiredSubscriptionTitle","Send reminder by email for expired membership","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SetLinkToThirdParty","Link to a Dolibarr third party","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SetLinkToUser","Link to a Dolibarr user","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ShowMember","Show member card","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ShowSubscription","Show contribution","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ShowTypeCard","Show type '%s'","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SubscriptionCard","Subscription card","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SubscriptionEndDate","Subscription's end date","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SubscriptionId","Contribution ID","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SubscriptionLinkedToConciliatedTransaction","Membership is linked to a conciliated transaction so this modification is not allowed.","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SubscriptionNotReceived","Contribution never received","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SubscriptionNotRecorded","Contribution not recorded","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SubscriptionRecorded","Contribution recorded","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SubscriptionReminderEmail","contribution reminder","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SubscriptionRequired","Contribution required","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","SubscriptionRequiredDesc","If subscription is required, a subscription with a start or end date must be recorded to have the member up to date (whatever is subscription amount, even if subscription is free).","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ThirdpartyNotLinkedToMember","Third party not linked to a member","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ThisIsContentOfSubscriptionReminderEmail","We want to let you know that your subscription is about to expire or has already expired (__MEMBER_LAST_SUBSCRIPTION_DATE_END__). We hope you will renew it.<br><br>","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ThisIsContentOfYourCard","This is a summary of the information we have about you. Please contact us if anything is incorrect.<br><br>","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ThisIsContentOfYourMembershipRequestWasReceived","We want to let you know that your membership request was received.<br><br>","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ThisIsContentOfYourMembershipWasValidated","We want to let you know that your membership was validated with the following information:<br><br>","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","ThisIsContentOfYourSubscriptionWasRecorded","We want to let you know that your new subscription was recorded. Please find your invoice here enclosed.<br><br>","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","TurnoverOrBudget","Dolibarr-related revenue (for a company) or Budget (for a foundation)","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","UserNotLinkedToMember","User not linked to a member","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","VATToUseForSubscriptions","VAT rate to use for membership payment","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","VoteAllowed","Vote allowed","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","WarningNoComplementaryActionDone","No Complementary action on recording will be executed with this massaction","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","WelcomeEMail","Welcome email","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","XExternalUserCreated","%s external user(s) created","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","XMembersClosed","%s member(s) closed","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","XSubsriptionCreated","%s subscription(s) created","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","XSubsriptionErrors","%s subscription(s) where in error","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","YouMayFindYourInvoiceInThisEmail","You may find your invoice attached to this email","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","YourMembershipRequestWasReceived","Your membership was received.","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","YourMembershipWasCanceled","Your membership was canceled","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","YourMembershipWasValidated","Your membership was validated","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\members.lang","YourSubscriptionWasRecorded","Your new contribution was recorded","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\stocks.lang","AddInventoryProduct","Add product to inventory","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\stocks.lang","AddNewProductStockWarehouse","Set new limit for alert and desired optimal stock","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\stocks.lang","AddOne","Add one","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\stocks.lang","AddProduct","Add","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\stocks.lang","AddStockAllProduct","Increase of stocks","","needs_translation","Direct en_US vs ms_MY gap"
"lang\ms_MY\stocks.lang","AddStockAllProductCancel","Cancel increase of stocks","","needs_translation","Direct en_US vs ms_MY gap"
